Timestamp;Domain;Server;Group;SOA_Serial;AXFR_Status;DNSSEC_Status
2026-01-31 23:57:51;google.com;8.8.8.8;GOOGLE;863607181;DENIED;UNSIGNED
2026-01-31 23:57:51;google.com;8.8.4.4;GOOGLE;863151317;DENIED;UNSIGNED
2026-01-31 23:57:52;google.com;1.1.1.1;CLOUDFLARE;863151317;DENIED;UNSIGNED
2026-01-31 23:57:52;google.com;1.0.0.1;CLOUDFLARE;863151317;DENIED;UNSIGNED
2026-01-31 23:57:53;wikipedia.org;9.9.9.9;QUAD9;2026012613;DENIED;UNSIGNED
2026-01-31 23:57:53;wikipedia.org;149.112.112.112;QUAD9;2026012613;DENIED;UNSIGNED
2026-01-31 23:57:53;wikipedia.org;208.67.222.222;OPENDNS;2026012613;DENIED;UNSIGNED
2026-01-31 23:57:54;wikipedia.org;208.67.220.220;OPENDNS;2026012613;DENIED;UNSIGNED
2026-01-31 23:57:54;cisco.com;208.67.222.222;OPENDNS;1167480;DENIED;UNSIGNED
2026-01-31 23:57:54;cisco.com;208.67.220.220;OPENDNS;1167484;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;198.41.0.4;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;199.9.14.201;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.33.4.12;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;199.7.91.13;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.203.230.10;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.5.5.241;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.112.36.4;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;198.97.190.53;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.36.148.17;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;192.58.128.30;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;193.0.14.129;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:45;ietf.org;199.7.83.42;ROOT_SERVERS;ERR;TIMEOUT/ERR;UNSIGNED
2026-01-31 23:58:45;ietf.org;202.12.27.33;ROOT_SERVERS;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:46;example.com;8.8.8.8;GOOGLE;2395194487;DENIED;SIGNED
2026-01-31 23:58:46;example.com;8.8.4.4;GOOGLE;2395194487;DENIED;SIGNED
2026-01-31 23:58:47;example.com;1.1.1.1;CLOUDFLARE;2395194487;DENIED;SIGNED
2026-01-31 23:58:47;example.com;1.0.0.1;CLOUDFLARE;2395194487;DENIED;SIGNED
2026-01-31 23:58:47;example.com;9.9.9.9;QUAD9;2395194487;DENIED;SIGNED
2026-01-31 23:58:47;example.com;149.112.112.112;QUAD9;2395194487;DENIED;SIGNED
2026-01-31 23:58:48;fail-test.local;8.8.8.8;GOOGLE;TIMEOUT;DENIED;UNSIGNED
2026-01-31 23:58:48;fail-test.local;8.8.4.4;GOOGLE;TIMEOUT;DENIED;UNSIGNED
